ref_id,date,party,recommendation
No 344,12 juin 1987 1987,PEV,non
No 344,12 juin 1987 1987,PCS,none
No 344,12 juin 1987 1987,PST,non
No 344,12 juin 1987 1987,POCH,non
No 344,12 juin 1987 1987,PES,non
No 344,12 juin 1987 1987,DS,oui
No 344,12 juin 1987 1987,Rep.,oui
No 344,12 juin 1987 1987,UDF,oui
No 344,12 juin 1987 1987,PSL,none
No 344,12 juin 1987 1987,Lega,none
No 345,12 juin 1987 1987,PRD,oui
No 345,12 juin 1987 1987,PDC,oui
No 345,12 juin 1987 1987,PS,non
No 345,12 juin 1987 1987,UDC,oui
No 345,12 juin 1987 1987,PLS,oui
No 345,12 juin 1987 1987,AdI,non
No 345,12 juin 1987 1987,PEV,oui
No 345,12 juin 1987 1987,PCS,none
No 345,12 juin 1987 1987,PST,non
No 345,12 juin 1987 1987,POCH,non
No 345,12 juin 1987 1987,PES,non
No 345,12 juin 1987 1987,DS,oui
No 345,12 juin 1987 1987,Rep.,oui
No 345,12 juin 1987 1987,UDF,oui
No 345,12 juin 1987 1987,PSL,none
No 345,12 juin 1987 1987,Lega,none
No 346,12 juin 1987 1987,PRD,non
No 346,12 juin 1987 1987,PDC,non
No 346,12 juin 1987 1987,PS,oui
No 346,12 juin 1987 1987,UDC,non
No 346,12 juin 1987 1987,PLS,non
No 346,12 juin 1987 1987,AdI,liberté de vote
No 346,12 juin 1987 1987,PEV,non
No 346,12 juin 1987 1987,PCS,none
No 346,12 juin 1987 1987,PST,oui
No 346,12 juin 1987 1987,POCH,oui
No 346,12 juin 1987 1987,PES,oui
No 346,12 juin 1987 1987,DS,non
No 346,12 juin 1987 1987,Rep.,non
No 346,12 juin 1987 1987,UDF,non
No 346,12 juin 1987 1987,PSL,none
No 346,12 juin 1987 1987,Lega,none
No 347,12 juin 1987 1987,PRD,non
No 347,12 juin 1987 1987,PDC,oui
No 347,12 juin 1987 1987,PS,oui
No 347,12 juin 1987 1987,UDC,non
No 347,12 juin 1987 1987,PLS,non
No 347,12 juin 1987 1987,AdI,oui
No 347,12 juin 1987 1987,PEV,oui
No 347,12 juin 1987 1987,PCS,none
No 347,12 juin 1987 1987,PST,oui
No 347,12 juin 1987 1987,POCH,oui
No 347,12 juin 1987 1987,PES,oui
No 347,12 juin 1987 1987,DS,oui
No 347,12 juin 1987 1987,Rep.,oui
No 347,12 juin 1987 1987,UDF,non
No 347,12 juin 1987 1987,PSL,none
No 347,12 juin 1987 1987,Lega,none
No 348,12 juin 1987 1987,PRD,oui
No 348,12 juin 1987 1987,PDC,oui
No 348,12 juin 1987 1987,PS,oui
No 348,12 juin 1987 1987,UDC,oui
No 348,12 juin 1987 1987,PLS,oui
No 348,12 juin 1987 1987,AdI,oui
No 348,12 juin 1987 1987,PEV,oui
No 348,12 juin 1987 1987,PCS,none
No 348,12 juin 1987 1987,PST,oui
No 348,12 juin 1987 1987,POCH,oui
No 348,12 juin 1987 1987,PES,oui
No 348,12 juin 1987 1987,DS,non
No 348,12 juin 1987 1987,Rep.,non
No 348,12 juin 1987 1987,UDF,non
No 348,12 juin 1987 1987,PSL,none
No 348,12 juin 1987 1987,Lega,none
No 349,12 juin 1987 1987,PRD,oui
No 349,12 juin 1987 1987,PDC,oui
No 349,12 juin 1987 1987,PS,oui
No 349,12 juin 1987 1987,UDC,oui
No 349,12 juin 1987 1987,PLS,non
No 349,12 juin 1987 1987,AdI,oui
No 349,12 juin 1987 1987,PEV,oui
No 349,12 juin 1987 1987,PCS,none
No 349,12 juin 1987 1987,PST,oui
No 349,12 juin 1987 1987,POCH,oui
No 349,12 juin 1987 1987,PES,oui
No 349,12 juin 1987 1987,DS,liberté de vote
No 349,12 juin 1987 1987,Rep.,non
No 349,12 juin 1987 1987,UDF,non
No 349,12 juin 1987 1987,PSL,none
No 349,12 juin 1987 1987,Lega,none
No 350,12 juin 1987 1987,PRD,non
No 350,12 juin 1987 1987,PDC,non
No 350,12 juin 1987 1987,PS,oui
No 350,12 juin 1987 1987,UDC,non
No 350,12 juin 1987 1987,PLS,non
No 350,12 juin 1987 1987,AdI,oui
No 350,12 juin 1987 1987,PEV,non
No 350,12 juin 1987 1987,PCS,none
No 350,12 juin 1987 1987,PST,oui
No 350,12 juin 1987 1987,POCH,oui
No 350,12 juin 1987 1987,PES,oui
No 350,12 juin 1987 1987,DS,non
No 350,12 juin 1987 1987,Rep.,non
No 350,12 juin 1987 1987,UDF,non
No 350,12 juin 1987 1987,PSL,none
No 350,12 juin 1987 1987,Lega,none
No 351,12 juin 1988 1988,PRD,non
No 351,12 juin 1988 1988,PDC,oui
No 351,12 juin 1988 1988,PS,oui
No 351,12 juin 1988 1988,UDC,non
No 351,12 juin 1988 1988,PLS,non
No 351,12 juin 1988 1988,AdI,oui
No 351,12 juin 1988 1988,PEV,oui
No 351,12 juin 1988 1988,PCS,none
No 351,12 juin 1988 1988,PST,oui
No 351,12 juin 1988 1988,POCH,oui
No 351,12 juin 1988 1988,PES,oui
No 351,12 juin 1988 1988,DS,oui
No 351,12 juin 1988 1988,UDF,liberté de vote
No 351,12 juin 1988 1988,PSL,non
No 351,12 juin 1988 1988,Lega,none
No 352,12 juin 1988 1988,PRD,non
No 352,12 juin 1988 1988,PDC,non
No 352,12 juin 1988 1988,PS,oui
No 352,12 juin 1988 1988,UDC,non
No 352,12 juin 1988 1988,PLS,non
No 352,12 juin 1988 1988,AdI,non
No 352,12 juin 1988 1988,PEV,non
No 352,12 juin 1988 1988,PCS,none
No 352,12 juin 1988 1988,PST,oui
No 352,12 juin 1988 1988,POCH,oui
No 352,12 juin 1988 1988,PES,non
No 352,12 juin 1988 1988,DS,non
No 352,12 juin 1988 1988,UDF,non
No 352,12 juin 1988 1988,PSL,non
No 352,12 juin 1988 1988,Lega,none
No 353,4 décembre 1988 1988,PRD,non
No 353,4 décembre 1988 1988,PDC,non
No 353,4 décembre 1988 1988,PS,oui
No 353,4 décembre 1988 1988,UDC,non
No 353,4 décembre 1988 1988,PLS,non
No 353,4 décembre 1988 1988,AdI,oui
No 353,4 décembre 1988 1988,PEV,non
No 353,4 décembre 1988 1988,PCS,none
No 353,4 décembre 1988 1988,PST,oui
No 353,4 décembre 1988 1988,POCH,oui
No 353,4 décembre 1988 1988,PES,oui
No 353,4 décembre 1988 1988,DS,liberté de vote
No 353,4 décembre 1988 1988,UDF,non
No 353,4 décembre 1988 1988,PSL,non
No 353,4 décembre 1988 1988,Lega,none
No 354,4 décembre 1988 1988,PRD,non
No 354,4 décembre 1988 1988,PDC,non
No 354,4 décembre 1988 1988,PS,oui
No 354,4 décembre 1988 1988,UDC,non
No 354,4 décembre 1988 1988,PLS,non
No 354,4 décembre 1988 1988,AdI,liberté de vote
No 354,4 décembre 1988 1988,PEV,non
No 354,4 décembre 1988 1988,PCS,none
No 354,4 décembre 1988 1988,PST,oui
No 354,4 décembre 1988 1988,POCH,oui
No 354,4 décembre 1988 1988,PES,oui
No 354,4 décembre 1988 1988,DS,liberté de vote
No 354,4 décembre 1988 1988,UDF,non
No 354,4 décembre 1988 1988,PSL,non
No 354,4 décembre 1988 1988,Lega,none
No 355,4 décembre 1988 1988,PRD,non
No 355,4 décembre 1988 1988,PDC,non
No 355,4 décembre 1988 1988,PS,non
No 355,4 décembre 1988 1988,UDC,non
No 355,4 décembre 1988 1988,PLS,non
No 355,4 décembre 1988 1988,AdI,non
No 355,4 décembre 1988 1988,PEV,non
No 355,4 décembre 1988 1988,PCS,none
No 355,4 décembre 1988 1988,PST,non
No 355,4 décembre 1988 1988,POCH,non
No 355,4 décembre 1988 1988,PES,non
No 355,4 décembre 1988 1988,DS,oui
No 355,4 décembre 1988 1988,UDF,oui
No 355,4 décembre 1988 1988,PSL,non
No 355,4 décembre 1988 1988,Lega,none
No 356,4 juin 1989 1989,PRD,non
No 356,4 juin 1989 1989,PDC,non
No 356,4 juin 1989 1989,PS,oui
No 356,4 juin 1989 1989,UDC,non
No 356,4 juin 1989 1989,PLS,non
No 356,4 juin 1989 1989,AdI,liberté de vote
No 356,4 juin 1989 1989,PEV,oui
No 356,4 juin 1989 1989,PCS,none
No 356,4 juin 1989 1989,PST,oui
No 356,4 juin 1989 1989,POCH,oui
No 356,4 juin 1989 1989,PES,oui
No 356,4 juin 1989 1989,DS,oui
No 356,4 juin 1989 1989,UDF,non
No 356,4 juin 1989 1989,PSL,none
No 356,4 juin 1989 1989,Lega,none
No 357,26 novembre 1989 1989,PRD,non
No 357,26 novembre 1989 1989,PDC,non
No 357,26 novembre 1989 1989,PS,liberté de vote
No 357,26 novembre 1989 1989,UDC,non
No 357,26 novembre 1989 1989,PLS,non
No 357,26 novembre 1989 1989,AdI,non
No 357,26 novembre 1989 1989,PEV,non
No 357,26 novembre 1989 1989,PCS,none
No 357,26 novembre 1989 1989,PST,oui
No 357,26 novembre 1989 1989,POCH,oui
No 357,26 novembre 1989 1989,PES,none
No 357,26 novembre 1989 1989,DS,non
No 357,26 novembre 1989 1989,UDF,non
No 357,26 novembre 1989 1989,PSL,none
No 357,26 novembre 1989 1989,Lega,none
No 358,26 novembre 1989 1989,PRD,non
No 358,26 novembre 1989 1989,PDC,non
No 358,26 novembre 1989 1989,PS,non
No 358,26 novembre 1989 1989,UDC,non
No 358,26 novembre 1989 1989,PLS,oui
No 358,26 novembre 1989 1989,AdI,non
No 358,26 novembre 1989 1989,PEV,non
No 358,26 novembre 1989 1989,PCS,none
No 358,26 novembre 1989 1989,PST,non
No 358,26 novembre 1989 1989,POCH,non
No 358,26 novembre 1989 1989,PES,non
No 358,26 novembre 1989 1989,DS,non
No 358,26 novembre 1989 1989,UDF,non
No 358,26 novembre 1989 1989,PSL,oui
No 358,26 novembre 1989 1989,Lega,none
No 359,1 avril 1990 1990,PRD,non
No 359,1 avril 1990 1990,PDC,non
No 359,1 avril 1990 1990,PS,oui
No 359,1 avril 1990 1990,UDC,non
No 359,1 avril 1990 1990,PLS,non
No 359,1 avril 1990 1990,AdI,oui
No 359,1 avril 1990 1990,PEV,non
No 359,1 avril 1990 1990,PCS,none
No 359,1 avril 1990 1990,PST,liberté de vote
No 359,1 avril 1990 1990,POCH,oui
No 359,1 avril 1990 1990,PES,oui
No 359,1 avril 1990 1990,DS,oui
No 359,1 avril 1990 1990,UDF,non
No 359,1 avril 1990 1990,PSL,non
No 359,1 avril 1990 1990,Lega,none
No 360,1 avril 1990 1990,PRD,non
No 360,1 avril 1990 1990,PDC,non
No 360,1 avril 1990 1990,PS,oui
No 360,1 avril 1990 1990,UDC,non
No 360,1 avril 1990 1990,PLS,non
No 360,1 avril 1990 1990,AdI,oui
No 360,1 avril 1990 1990,PEV,oui
No 360,1 avril 1990 1990,PCS,none
No 360,1 avril 1990 1990,PST,oui
No 360,1 avril 1990 1990,POCH,oui
No 360,1 avril 1990 1990,PES,oui
No 360,1 avril 1990 1990,DS,oui
No 360,1 avril 1990 1990,UDF,non
No 360,1 avril 1990 1990,PSL,non
No 360,1 avril 1990 1990,Lega,none
No 361,1 avril 1990 1990,PRD,non
No 361,1 avril 1990 1990,PDC,non
No 361,1 avril 1990 1990,PS,oui
No 361,1 avril 1990 1990,UDC,non
No 361,1 avril 1990 1990,PLS,non
No 361,1 avril 1990 1990,AdI,oui
No 361,1 avril 1990 1990,PEV,oui
No 361,1 avril 1990 1990,PCS,none
No 361,1 avril 1990 1990,PST,oui
No 361,1 avril 1990 1990,POCH,oui
No 361,1 avril 1990 1990,PES,oui
No 361,1 avril 1990 1990,DS,oui
No 361,1 avril 1990 1990,UDF,non
No 361,1 avril 1990 1990,PSL,non
No 361,1 avril 1990 1990,Lega,none
No 362,1 avril 1990 1990,PRD,none
No 362,1 avril 1990 1990,PDC,none
No 362,1 avril 1990 1990,PS,none
No 362,1 avril 1990 1990,UDC,none
No 362,1 avril 1990 1990,PLS,none
No 362,1 avril 1990 1990,AdI,none
No 362,1 avril 1990 1990,PEV,none
No 362,1 avril 1990 1990,PCS,none
No 362,1 avril 1990 1990,PST,none
No 362,1 avril 1990 1990,POCH,none
No 362,1 avril 1990 1990,PES,none
No 362,1 avril 1990 1990,DS,none
No 362,1 avril 1990 1990,UDF,none
No 362,1 avril 1990 1990,PSL,none
No 362,1 avril 1990 1990,Lega,none
No 363,1 avril 1990 1990,PRD,oui
No 363,1 avril 1990 1990,PDC,non
No 363,1 avril 1990 1990,PS,liberté de vote
No 363,1 avril 1990 1990,UDC,oui
No 363,1 avril 1990 1990,PLS,oui
No 363,1 avril 1990 1990,AdI,non
No 363,1 avril 1990 1990,PEV,non
No 363,1 avril 1990 1990,PCS,none
No 363,1 avril 1990 1990,PST,non
No 363,1 avril 1990 1990,POCH,non
No 363,1 avril 1990 1990,PES,non
No 363,1 avril 1990 1990,DS,non
No 363,1 avril 1990 1990,UDF,oui
No 363,1 avril 1990 1990,PSL,non
No 363,1 avril 1990 1990,Lega,none
No 364,1 avril 1990 1990,PRD,oui
No 364,1 avril 1990 1990,PDC,oui
No 364,1 avril 1990 1990,PS,non
No 364,1 avril 1990 1990,UDC,oui
No 364,1 avril 1990 1990,PLS,oui
No 364,1 avril 1990 1990,AdI,non
No 364,1 avril 1990 1990,PEV,liberté de vote
No 364,1 avril 1990 1990,PCS,none
No 364,1 avril 1990 1990,PST,non
No 364,1 avril 1990 1990,POCH,non
No 364,1 avril 1990 1990,PES,non
No 364,1 avril 1990 1990,DS,non
No 364,1 avril 1990 1990,UDF,non
No 364,1 avril 1990 1990,PSL,oui
No 364,1 avril 1990 1990,Lega,none
No 365,23 septembre 1990 1990,PRD,non
No 365,23 septembre 1990 1990,PDC,non
No 365,23 septembre 1990 1990,PS,oui
No 365,23 septembre 1990 1990,UDC,non
No 365,23 septembre 1990 1990,PLS,non
No 365,23 septembre 1990 1990,AdI,oui
No 365,23 septembre 1990 1990,PEV,oui
No 365,23 septembre 1990 1990,PCS,none
No 365,23 septembre 1990 1990,PST,oui
No 365,23 septembre 1990 1990,POCH,oui
No 365,23 septembre 1990 1990,PES,oui
No 365,23 septembre 1990 1990,DS,oui
No 365,23 septembre 1990 1990,UDF,non
No 365,23 septembre 1990 1990,PSL,non
No 365,23 septembre 1990 1990,Lega,none
No 366,23 septembre 1990 1990,PRD,non
No 366,23 septembre 1990 1990,PDC,non
No 366,23 septembre 1990 1990,PS,oui
No 366,23 septembre 1990 1990,UDC,non
No 366,23 septembre 1990 1990,PLS,non
No 366,23 septembre 1990 1990,AdI,oui
No 366,23 septembre 1990 1990,PEV,oui
No 366,23 septembre 1990 1990,PCS,none
No 366,23 septembre 1990 1990,PST,oui
No 366,23 septembre 1990 1990,POCH,oui
No 366,23 septembre 1990 1990,PES,oui
No 366,23 septembre 1990 1990,DS,oui
No 366,23 septembre 1990 1990,UDF,non
No 366,23 septembre 1990 1990,PSL,non
No 366,23 septembre 1990 1990,Lega,none
No 367,23 septembre 1990 1990,PRD,oui
No 367,23 septembre 1990 1990,PDC,oui
No 367,23 septembre 1990 1990,PS,oui
No 367,23 septembre 1990 1990,UDC,liberté de vote
No 367,23 septembre 1990 1990,PLS,non
No 367,23 septembre 1990 1990,AdI,oui
No 367,23 septembre 1990 1990,PEV,oui
No 367,23 septembre 1990 1990,PCS,none
No 367,23 septembre 1990 1990,PST,oui
No 367,23 septembre 1990 1990,POCH,oui
No 367,23 septembre 1990 1990,PES,oui
No 367,23 septembre 1990 1990,DS,oui
No 367,23 septembre 1990 1990,UDF,oui
No 367,23 septembre 1990 1990,PSL,non
No 367,23 septembre 1990 1990,Lega,none
No 368,23 septembre 1990 1990,PRD,oui
No 368,23 septembre 1990 1990,PDC,oui
No 368,23 septembre 1990 1990,PS,non
No 368,23 septembre 1990 1990,UDC,oui
No 368,23 septembre 1990 1990,PLS,oui
No 368,23 septembre 1990 1990,AdI,non
No 368,23 septembre 1990 1990,PEV,non
No 368,23 septembre 1990 1990,PCS,none
No 368,23 septembre 1990 1990,PST,non
No 368,23 septembre 1990 1990,POCH,non
No 368,23 septembre 1990 1990,PES,non
No 368,23 septembre 1990 1990,DS,non
No 368,23 septembre 1990 1990,UDF,oui
No 368,23 septembre 1990 1990,PSL,oui
No 368,23 septembre 1990 1990,Lega,none
No 369,3 mars 1991 1991,PRD,oui
No 369,3 mars 1991 1991,PDC,oui
No 369,3 mars 1991 1991,PS,oui
No 369,3 mars 1991 1991,UDC,oui
No 369,3 mars 1991 1991,PLS,oui
No 369,3 mars 1991 1991,AdI,oui
No 369,3 mars 1991 1991,PEV,oui
No 369,3 mars 1991 1991,PCS,none
No 369,3 mars 1991 1991,PST,oui
No 369,3 mars 1991 1991,PES,oui
No 369,3 mars 1991 1991,DS,oui
No 369,3 mars 1991 1991,UDF,non
No 369,3 mars 1991 1991,PSL,oui
No 369,3 mars 1991 1991,Lega,none
No 370,3 mars 1991 1991,PRD,non
No 370,3 mars 1991 1991,PDC,non
No 370,3 mars 1991 1991,PS,oui
No 370,3 mars 1991 1991,UDC,non
No 370,3 mars 1991 1991,PLS,non
No 370,3 mars 1991 1991,AdI,oui
No 370,3 mars 1991 1991,PEV,oui
No 370,3 mars 1991 1991,PCS,none
No 370,3 mars 1991 1991,PST,oui
No 370,3 mars 1991 1991,PES,oui
No 370,3 mars 1991 1991,DS,oui
No 370,3 mars 1991 1991,UDF,non
No 370,3 mars 1991 1991,PSL,non
No 370,3 mars 1991 1991,Lega,none
No 371,2 juin 1991 1991,PRD,oui
No 371,2 juin 1991 1991,PDC,oui
No 371,2 juin 1991 1991,PS,oui
No 371,2 juin 1991 1991,UDC,oui
No 371,2 juin 1991 1991,PLS,non
No 371,2 juin 1991 1991,AdI,oui
No 371,2 juin 1991 1991,PEV,oui
No 371,2 juin 1991 1991,PCS,none
No 371,2 juin 1991 1991,PST,non
No 371,2 juin 1991 1991,PES,non
No 371,2 juin 1991 1991,DS,non
No 371,2 juin 1991 1991,UDF,oui
No 371,2 juin 1991 1991,PSL,non
No 371,2 juin 1991 1991,Lega,none
No 372,2 juin 1991 1991,PRD,oui
No 372,2 juin 1991 1991,PDC,oui
No 372,2 juin 1991 1991,PS,non
No 372,2 juin 1991 1991,UDC,oui
No 372,2 juin 1991 1991,PLS,oui
No 372,2 juin 1991 1991,AdI,non
No 372,2 juin 1991 1991,PEV,oui
No 372,2 juin 1991 1991,PCS,none
No 372,2 juin 1991 1991,PST,non
No 372,2 juin 1991 1991,PES,non
No 372,2 juin 1991 1991,DS,non
No 372,2 juin 1991 1991,UDF,oui
No 372,2 juin 1991 1991,PSL,non
No 372,2 juin 1991 1991,Lega,none
No 373,16 févirer 1992 1992,PRD,non
No 373,16 févirer 1992 1992,PDC,non
No 373,16 févirer 1992 1992,PS,oui
No 373,16 févirer 1992 1992,UDC,non
No 373,16 févirer 1992 1992,PLS,non
No 373,16 févirer 1992 1992,AdI,non
No 373,16 févirer 1992 1992,PEV,non
No 373,16 févirer 1992 1992,PCS,none
No 373,16 févirer 1992 1992,PST,oui
No 373,16 févirer 1992 1992,PES,non
No 373,16 févirer 1992 1992,DS,non
No 373,16 févirer 1992 1992,UDF,non
No 373,16 févirer 1992 1992,PSL,non
No 373,16 févirer 1992 1992,Lega,non
No 374,16 févirer 1992 1992,PRD,non
No 374,16 févirer 1992 1992,PDC,non
No 374,16 févirer 1992 1992,PS,oui
No 374,16 févirer 1992 1992,UDC,non
No 374,16 févirer 1992 1992,PLS,non
No 374,16 févirer 1992 1992,AdI,oui
No 374,16 févirer 1992 1992,PEV,oui
No 374,16 févirer 1992 1992,PCS,none
No 374,16 févirer 1992 1992,PST,oui
No 374,16 févirer 1992 1992,PES,oui
No 374,16 févirer 1992 1992,DS,oui
No 374,16 févirer 1992 1992,UDF,non
No 374,16 févirer 1992 1992,PSL,non
No 374,16 févirer 1992 1992,Lega,liberté de vote
No 375,17 mai 1992 1992,PRD,oui
No 375,17 mai 1992 1992,PDC,oui
No 375,17 mai 1992 1992,PS,liberté de vote
No 375,17 mai 1992 1992,UDC,oui
No 375,17 mai 1992 1992,PLS,oui
No 375,17 mai 1992 1992,AdI,oui
No 375,17 mai 1992 1992,PEV,oui
No 375,17 mai 1992 1992,PCS,oui
No 375,17 mai 1992 1992,PST,non
No 375,17 mai 1992 1992,PES,non
No 375,17 mai 1992 1992,DS,non
No 375,17 mai 1992 1992,UDF,non
No 375,17 mai 1992 1992,PSL,non
No 375,17 mai 1992 1992,Lega,non
No 376,17 mai 1992 1992,PRD,oui
No 376,17 mai 1992 1992,PDC,oui
No 376,17 mai 1992 1992,PS,liberté de vote
No 376,17 mai 1992 1992,UDC,oui
No 376,17 mai 1992 1992,PLS,oui
No 376,17 mai 1992 1992,AdI,oui
No 376,17 mai 1992 1992,PEV,oui
No 376,17 mai 1992 1992,PCS,oui
No 376,17 mai 1992 1992,PST,non
No 376,17 mai 1992 1992,PES,non
No 376,17 mai 1992 1992,DS,non
No 376,17 mai 1992 1992,UDF,non
No 376,17 mai 1992 1992,PSL,non
No 376,17 mai 1992 1992,Lega,non
No 377,17 mai 1992 1992,PRD,non
No 377,17 mai 1992 1992,PDC,oui
No 377,17 mai 1992 1992,PS,oui
No 377,17 mai 1992 1992,UDC,oui
No 377,17 mai 1992 1992,PLS,non
No 377,17 mai 1992 1992,AdI,oui
No 377,17 mai 1992 1992,PEV,oui
No 377,17 mai 1992 1992,PCS,oui
No 377,17 mai 1992 1992,PST,oui
No 377,17 mai 1992 1992,PES,oui
No 377,17 mai 1992 1992,DS,oui
No 377,17 mai 1992 1992,UDF,oui
No 377,17 mai 1992 1992,PSL,non
No 377,17 mai 1992 1992,Lega,non
No 378,17 mai 1992 1992,PRD,non
No 378,17 mai 1992 1992,PDC,non
No 378,17 mai 1992 1992,PS,oui
No 378,17 mai 1992 1992,UDC,non
No 378,17 mai 1992 1992,PLS,non
No 378,17 mai 1992 1992,AdI,oui
No 378,17 mai 1992 1992,PEV,oui
No 378,17 mai 1992 1992,PCS,non
No 378,17 mai 1992 1992,PST,oui
No 378,17 mai 1992 1992,PES,oui
No 378,17 mai 1992 1992,DS,oui
No 378,17 mai 1992 1992,UDF,non
No 378,17 mai 1992 1992,PSL,non
No 378,17 mai 1992 1992,Lega,non
No 379,17 mai 1992 1992,PRD,oui
No 379,17 mai 1992 1992,PDC,oui
No 379,17 mai 1992 1992,PS,oui
No 379,17 mai 1992 1992,UDC,oui
No 379,17 mai 1992 1992,PLS,non
No 379,17 mai 1992 1992,AdI,oui
No 379,17 mai 1992 1992,PEV,oui
No 379,17 mai 1992 1992,PCS,oui
No 379,17 mai 1992 1992,PST,oui
No 379,17 mai 1992 1992,PES,oui
No 379,17 mai 1992 1992,DS,non
No 379,17 mai 1992 1992,UDF,non
No 379,17 mai 1992 1992,PSL,non
No 379,17 mai 1992 1992,Lega,liberté de vote
No 380,17 mai 1992 1992,PRD,oui
No 380,17 mai 1992 1992,PDC,oui
No 380,17 mai 1992 1992,PS,oui
No 380,17 mai 1992 1992,UDC,oui
No 380,17 mai 1992 1992,PLS,non
No 380,17 mai 1992 1992,AdI,oui
No 380,17 mai 1992 1992,PEV,oui
No 380,17 mai 1992 1992,PCS,oui
No 380,17 mai 1992 1992,PST,oui
No 380,17 mai 1992 1992,PES,oui
No 380,17 mai 1992 1992,DS,non
No 380,17 mai 1992 1992,UDF,non
No 380,17 mai 1992 1992,PSL,non
No 380,17 mai 1992 1992,Lega,oui
No 381,17 mai 1992 1992,PRD,oui
No 381,17 mai 1992 1992,PDC,oui
No 381,17 mai 1992 1992,PS,oui
No 381,17 mai 1992 1992,UDC,oui
No 381,17 mai 1992 1992,PLS,oui
No 381,17 mai 1992 1992,AdI,oui
No 381,17 mai 1992 1992,PEV,oui
No 381,17 mai 1992 1992,PCS,oui
No 381,17 mai 1992 1992,PST,oui
No 381,17 mai 1992 1992,PES,oui
No 381,17 mai 1992 1992,DS,non
No 381,17 mai 1992 1992,UDF,non
No 381,17 mai 1992 1992,PSL,non
No 381,17 mai 1992 1992,Lega,oui
No 382,27 septembre 1992 1992,PRD,oui
No 382,27 septembre 1992 1992,PDC,oui
No 382,27 septembre 1992 1992,PS,oui
No 382,27 septembre 1992 1992,UDC,oui
No 382,27 septembre 1992 1992,PLS,oui
No 382,27 septembre 1992 1992,AdI,oui
No 382,27 septembre 1992 1992,PEV,oui
No 382,27 septembre 1992 1992,PCS,oui
No 382,27 septembre 1992 1992,PST,oui
No 382,27 septembre 1992 1992,PES,non
No 382,27 septembre 1992 1992,DS,non
No 382,27 septembre 1992 1992,UDF,oui
No 382,27 septembre 1992 1992,PSL,non
No 382,27 septembre 1992 1992,Lega,liberté de vote
No 383,27 septembre 1992 1992,PRD,oui
No 383,27 septembre 1992 1992,PDC,oui
No 383,27 septembre 1992 1992,PS,oui
No 383,27 septembre 1992 1992,UDC,non
No 383,27 septembre 1992 1992,PLS,oui
No 383,27 septembre 1992 1992,AdI,oui
No 383,27 septembre 1992 1992,PEV,oui
No 383,27 septembre 1992 1992,PCS,oui
No 383,27 septembre 1992 1992,PST,oui
No 383,27 septembre 1992 1992,PES,oui
No 383,27 septembre 1992 1992,DS,oui
No 383,27 septembre 1992 1992,UDF,oui
No 383,27 septembre 1992 1992,PSL,non
No 383,27 septembre 1992 1992,Lega,liberté de vote
No 384,27 septembre 1992 1992,PRD,oui
No 384,27 septembre 1992 1992,PDC,oui
No 384,27 septembre 1992 1992,PS,oui
No 384,27 septembre 1992 1992,UDC,non
No 384,27 septembre 1992 1992,PLS,oui
No 384,27 septembre 1992 1992,AdI,oui
No 384,27 septembre 1992 1992,PEV,oui
No 384,27 septembre 1992 1992,PCS,oui
No 384,27 septembre 1992 1992,PST,oui
No 384,27 septembre 1992 1992,PES,oui
No 384,27 septembre 1992 1992,DS,oui
No 384,27 septembre 1992 1992,UDF,oui
No 384,27 septembre 1992 1992,PSL,non
No 384,27 septembre 1992 1992,Lega,liberté de vote
No 385,27 septembre 1992 1992,PRD,oui
No 385,27 septembre 1992 1992,PDC,oui
No 385,27 septembre 1992 1992,PS,oui
No 385,27 septembre 1992 1992,UDC,non
No 385,27 septembre 1992 1992,PLS,oui
No 385,27 septembre 1992 1992,AdI,oui
No 385,27 septembre 1992 1992,PEV,oui
No 385,27 septembre 1992 1992,PCS,oui
No 385,27 septembre 1992 1992,PST,oui
No 385,27 septembre 1992 1992,PES,oui
No 385,27 septembre 1992 1992,DS,oui
No 385,27 septembre 1992 1992,UDF,oui
No 385,27 septembre 1992 1992,PSL,non
No 385,27 septembre 1992 1992,Lega,liberté de vote
No 386,27 septembre 1992 1992,PRD,oui
No 386,27 septembre 1992 1992,PDC,oui
No 386,27 septembre 1992 1992,PS,non
No 386,27 septembre 1992 1992,UDC,oui
No 386,27 septembre 1992 1992,PLS,oui
No 386,27 septembre 1992 1992,AdI,oui
No 386,27 septembre 1992 1992,PEV,oui
No 386,27 septembre 1992 1992,PCS,non
No 386,27 septembre 1992 1992,PST,non
No 386,27 septembre 1992 1992,PES,non
No 386,27 septembre 1992 1992,DS,liberté de vote
No 386,27 septembre 1992 1992,UDF,non
No 386,27 septembre 1992 1992,PSL,oui
No 386,27 septembre 1992 1992,Lega,oui
No 387,27 septembre 1992 1992,PRD,non
No 387,27 septembre 1992 1992,PDC,oui
No 387,27 septembre 1992 1992,PS,oui
No 387,27 septembre 1992 1992,UDC,oui
No 387,27 septembre 1992 1992,PLS,non
No 387,27 septembre 1992 1992,AdI,non
No 387,27 septembre 1992 1992,PEV,oui
No 387,27 septembre 1992 1992,PCS,oui
No 387,27 septembre 1992 1992,PST,none
No 387,27 septembre 1992 1992,PES,oui
No 387,27 septembre 1992 1992,DS,oui
No 387,27 septembre 1992 1992,UDF,non
No 387,27 septembre 1992 1992,PSL,non
No 387,27 septembre 1992 1992,Lega,liberté de vote
